id,Wadell_Sphericity,Convexity,Krumbein_Sphericity,Zingg_S_I_Ratio,Zingg_I_L_Ratio,Potticary_Flatness,Potticary_Elongation,Tensor_Compactness,Tensor_Flakiness
183,0.8896744151849659,0.9374968152061678,0.8803553573274048,0.9973147023807872,0.8265812739934006,0.0039034935762174428,0.06725068354463001,0.7655922627736983,0.02364838180571997
184,0.8890163231374606,0.9354755186664063,0.8783530003900776,0.9972979047081687,0.8244185415032792,0.0038432336231279704,0.06858040320586008,0.7635479006562573,0.02367917947017485
186,0.883472663282168,0.9293497475859965,0.8741679764994614,0.9966352094303478,0.8189956243724039,0.004815203157098343,0.0728313624858856,0.7587276730473524,0.02658710950092546
187,0.885675712459084,0.9296237411740889,0.8732907414305614,0.9970302798531272,0.8184685347831413,0.004070984076760295,0.07264219727142747,0.7581601635257013,0.024813910091228495
188,0.884821704562563,0.9295268778700346,0.8737167804204069,0.9968859282406893,0.8186275077192751,0.00433593171571071,0.07272762939872511,0.7583247815761273,0.02547395367570762
190,0.8906528229514485,0.939217280236013,0.8817908376792315,0.9973860112103549,0.8285394433426532,0.0038526602503326205,0.06600235546209725,0.7673511961446232,0.023355104333729514
191,0.8862414808362816,0.9313259440778194,0.8750949994478419,0.9970509247346357,0.82033352982508,0.0041130630351189105,0.0714795975440956,0.75985247794068,0.024757224116229323
193,0.8853385497622017,0.92963114473873,0.8734904718773142,0.9969790198586204,0.8186352138649928,0.004165717853336698,0.07264995844249265,0.7583583747804885,0.025057447628857518
194,0.8830287844636548,0.9257484069590824,0.8702741538109225,0.996773979880593,0.8147369819144681,0.004350362416718983,0.07537976374109107,0.7547649800741032,0.025904476388393632
195,0.8847024368845461,0.9290178828009596,0.8731707979027222,0.9968935684724287,0.8181393799716479,0.004298443375672731,0.07305570772613386,0.757870422138085,0.025432788409136313
196,0.8880783034901942,0.9354243106776388,0.8786981472332409,0.9971413612365723,0.8247563185757154,0.004148859679440243,0.068632148296,0.7639769517004733,0.024421737756277227
197,0.879148233721889,0.9204649764457127,0.866096971774474,0.9963151866739447,0.8098585605621338,0.004918504693907582,0.07907088783132024,0.7503902028946515,0.027769707676787294
198,0.8824116941670113,0.9252063426346107,0.8699076392308998,0.9966809966347434,0.8144454417163378,0.00450245880185523,0.07569598110325364,0.7545205781633191,0.0262955202400076
200,0.8811194417061772,0.9227625493393309,0.8677727602211289,0.9965772303667936,0.8118576317617339,0.004559016197971585,0.07746927242681204,0.752169394329693,0.026710435576745444
201,0.8815816736893618,0.9241976686486342,0.8691961883272886,0.996586333621632,0.8134615878536278,0.004619937758737554,0.07643725588379136,0.7536291665969139,0.026694138471781516
202,0.8834789111680136,0.9267893481476196,0.8712087554640018,0.9967887184836648,0.8158611630740231,0.00438188603018514,0.07460145454808889,0.755782252666308,0.025854434923284472
203,0.884266535277425,0.9289676002577723,0.8732870573379994,0.9968095801093362,0.818333973623302,0.004458485365224381,0.0730477747428848,0.7580417361312721,0.025817987619849745
206,0.885703437452524,0.9286209900398252,0.8721866715196313,0.9971018596128984,0.8172094152398306,0.0038842091129885777,0.07337404015552566,0.7569706122705895,0.024482489882437352
207,0.8851845840038636,0.9288702433827419,0.8726598142643763,0.9969943003220991,0.8177015846722746,0.004095670683050735,0.07322080738573189,0.7575128133984144,0.024958262068589022
208,0.885282039866116,0.9291326380528966,0.8729724358332067,0.9969935417175293,0.8180716413341156,0.004116104773452712,0.07296047637979668,0.7577789487505335,0.024986553597248426
209,0.8788934650195955,0.9199247630124011,0.865626460524416,0.9963073296980425,0.8093161664596975,0.004898729844070557,0.07946956319263182,0.7498871560083964,0.027805420111872772
211,0.8852960976092686,0.9290156617315674,0.8728709127681775,0.9970159205523405,0.8178711737671944,0.004062974560333209,0.07309944873832794,0.7576142172095522,0.024879719628313056
